-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2022 through 12/31/2022 
Location: Latitude  48.7672   Longitude 11.5064 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 449.8 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/hour) 
PS                    MERRA-2 Surface Pressure (kPa) 
WS50M                 MERRA-2 Wind Speed at 50 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,PRECTOTCORR,PS,WS50M
2022,3,17,16,61.85,0.0,97.37,2.75
2022,3,17,17,22.82,0.0,97.42,4.5
2022,3,17,18,5.61,0.0,97.49,6.29
2022,3,17,19,0.0,0.0,97.56,7.07
2022,3,17,20,0.0,0.0,97.61,7.01
2022,3,17,21,0.0,0.0,97.66,6.79
2022,3,17,22,0.0,0.0,97.71,6.72
2022,3,17,23,0.0,0.0,97.73,6.69
2022,3,18,0,0.0,0.0,97.76,6.59
2022,3,18,1,0.0,0.0,97.78,6.48
2022,3,18,2,0.0,0.0,97.82,6.41
2022,3,18,3,0.0,0.0,97.86,6.51
2022,3,18,4,0.0,0.0,97.9,6.77
2022,3,18,5,0.0,0.0,97.95,6.77
2022,3,18,6,6.99,0.0,98.02,6.81
2022,3,18,7,59.8,0.0,98.09,7.56
2022,3,18,8,153.45,0.0,98.15,8.41
2022,3,18,9,261.36,0.0,98.2,9.07
2022,3,18,10,351.28,0.0,98.24,9.27
2022,3,18,11,456.18,0.0,98.26,9.08
2022,3,18,12,521.43,0.0,98.27,8.98
2022,3,18,13,518.36,0.0,98.25,9.03
2022,3,18,14,441.8,0.0,98.24,9.17
2022,3,18,15,338.26,0.0,98.25,9.33
2022,3,18,16,207.07,0.0,98.28,9.38
2022,3,18,17,69.85,0.0,98.33,9.37
2022,3,18,18,7.0,0.0,98.4,9.95
2022,3,18,19,0.0,0.0,98.47,10.15
2022,3,18,20,0.0,0.0,98.52,9.73
2022,3,18,21,0.0,0.0,98.55,9.12
2022,3,18,22,0.0,0.0,98.57,8.71
2022,3,18,23,0.0,0.0,98.56,8.32
2022,3,19,0,0.0,0.0,98.56,7.95
2022,3,19,1,0.0,0.0,98.55,7.99
2022,3,19,2,0.0,0.0,98.51,7.61
2022,3,19,3,0.0,0.0,98.49,7.52
2022,3,19,4,0.0,0.0,98.47,7.38
2022,3,19,5,0.0,0.0,98.45,7.46
2022,3,19,6,11.61,0.0,98.42,7.55
2022,3,19,7,119.1,0.0,98.38,6.49
2022,3,19,8,281.37,0.0,98.32,6.42
2022,3,19,9,433.77,0.0,98.26,8.65
2022,3,19,10,551.4,0.0,98.2,8.5
2022,3,19,11,607.43,0.0,98.12,8.53
2022,3,19,12,615.91,0.01,98.03,8.67
2022,3,19,13,461.68,0.02,97.94,8.84
2022,3,19,14,327.24,0.02,97.86,9.08
2022,3,19,15,257.52,0.02,97.82,9.33
2022,3,19,16,166.04,0.01,97.77,9.52
2022,3,19,17,68.14,0.0,97.74,9.81
2022,3,19,18,6.94,0.0,97.73,10.6
2022,3,19,19,0.0,0.0,97.72,10.97
2022,3,19,20,0.0,0.0,97.69,11.01
2022,3,19,21,0.0,0.0,97.63,11.18
2022,3,19,22,0.0,0.0,97.58,11.51
2022,3,19,23,0.0,0.0,97.55,11.49
2022,3,20,0,0.0,0.0,97.54,11.36
2022,3,20,1,0.0,0.0,97.54,10.57
2022,3,20,2,0.0,0.0,97.55,10.14
2022,3,20,3,0.0,0.0,97.57,9.6
2022,3,20,4,0.0,0.0,97.6,9.08
2022,3,20,5,0.0,0.0,97.62,8.41
2022,3,20,6,12.57,0.0,97.65,7.82
2022,3,20,7,127.77,0.0,97.7,6.61
2022,3,20,8,294.3,0.0,97.73,6.71
2022,3,20,9,452.8,0.0,97.76,6.51
2022,3,20,10,574.27,0.0,97.76,6.18
2022,3,20,11,648.45,0.0,97.75,5.93
2022,3,20,12,678.04,0.0,97.75,5.65
2022,3,20,13,643.47,0.0,97.73,5.49
2022,3,20,14,557.91,0.0,97.7,5.65
2022,3,20,15,425.17,0.0,97.7,6.25
2022,3,20,16,261.09,0.0,97.7,7.12
2022,3,20,17,91.78,0.0,97.71,8.22
2022,3,20,18,6.52,0.0,97.73,9.49
2022,3,20,19,0.0,0.0,97.74,9.97
2022,3,20,20,0.0,0.0,97.75,9.53
2022,3,20,21,0.0,0.0,97.74,8.85
2022,3,20,22,0.0,0.0,97.75,8.06
2022,3,20,23,0.0,0.0,97.77,7.54
2022,3,21,0,0.0,0.0,97.78,7.28
2022,3,21,1,0.0,0.0,97.79,7.04
2022,3,21,2,0.0,0.0,97.79,6.76
2022,3,21,3,0.0,0.0,97.81,6.5
2022,3,21,4,0.0,0.0,97.82,6.19
2022,3,21,5,0.0,0.0,97.84,5.84
2022,3,21,6,15.38,0.0,97.87,5.32
2022,3,21,7,120.35,0.0,97.9,3.81
2022,3,21,8,271.49,0.0,97.94,2.84
2022,3,21,9,420.16,0.0,97.96,2.66
2022,3,21,10,530.23,0.0,97.96,2.45
2022,3,21,11,639.65,0.0,97.95,2.29
2022,3,21,12,689.06,0.0,97.92,2.32
2022,3,21,13,654.6,0.0,97.88,2.68
2022,3,21,14,557.16,0.0,97.84,3.03
2022,3,21,15,417.42,0.0,97.81,3.36
2022,3,21,16,259.15,0.0,97.79,3.76
2022,3,21,17,99.24,0.0,97.78,4.4
2022,3,21,18,8.52,0.0,97.79,5.16
2022,3,21,19,0.0,0.0,97.8,5.63
2022,3,21,20,0.0,0.0,97.81,5.8
2022,3,21,21,0.0,0.0,97.82,5.93
2022,3,21,22,0.0,0.0,97.82,6.03
2022,3,21,23,0.0,0.0,97.82,6.07
2022,3,22,0,0.0,0.0,97.82,6.14
2022,3,22,1,0.0,0.0,97.82,6.21
2022,3,22,2,0.0,0.0,97.83,6.21
2022,3,22,3,0.0,0.0,97.83,6.1
2022,3,22,4,0.0,0.0,97.84,5.83
2022,3,22,5,0.0,0.0,97.83,5.62
2022,3,22,6,20.14,0.0,97.86,5.55
2022,3,22,7,161.55,0.0,97.87,4.66
2022,3,22,8,339.92,0.0,97.89,3.82
2022,3,22,9,500.35,0.0,97.9,4.08
2022,3,22,10,620.8,0.0,97.88,4.04
2022,3,22,11,698.26,0.0,97.86,4.11
2022,3,22,12,726.43,0.0,97.84,3.9
2022,3,22,13,687.52,0.0,97.79,3.65
2022,3,22,14,588.09,0.0,97.73,3.42
2022,3,22,15,445.86,0.0,97.69,3.35
2022,3,22,16,278.32,0.0,97.67,3.4
2022,3,22,17,104.82,0.0,97.66,3.56
2022,3,22,18,9.47,0.0,97.67,3.78
2022,3,22,19,0.0,0.0,97.67,3.8
2022,3,22,20,0.0,0.0,97.68,3.82
2022,3,22,21,0.0,0.0,97.68,3.87
2022,3,22,22,0.0,0.0,97.68,3.93
2022,3,22,23,0.0,0.0,97.67,3.91
2022,3,23,0,0.0,0.0,97.65,3.78
2022,3,23,1,0.0,0.0,97.63,3.57
2022,3,23,2,0.0,0.0,97.62,3.33
2022,3,23,3,0.0,0.0,97.61,3.04
2022,3,23,4,0.0,0.0,97.62,2.79
2022,3,23,5,0.0,0.0,97.64,2.45
2022,3,23,6,22.2,0.0,97.67,1.96
2022,3,23,7,165.55,0.0,97.69,1.05
2022,3,23,8,343.27,0.0,97.71,0.34
2022,3,23,9,503.91,0.0,97.72,0.55
2022,3,23,10,492.01,0.0,97.7,0.99
2022,3,23,11,696.99,0.0,97.68,1.38
2022,3,23,12,729.66,0.0,97.63,1.89
2022,3,23,13,699.08,0.0,97.58,2.15
2022,3,23,14,576.04,0.0,97.53,2.31
2022,3,23,15,417.52,0.0,97.51,2.52
2022,3,23,16,251.23,0.0,97.49,2.76
2022,3,23,17,96.66,0.0,97.48,3.22
2022,3,23,18,8.57,0.0,97.48,3.77
2022,3,23,19,0.0,0.0,97.48,4.26
2022,3,23,20,0.0,0.0,97.48,4.65
2022,3,23,21,0.0,0.0,97.48,4.79
2022,3,23,22,0.0,0.0,97.48,4.65
2022,3,23,23,0.0,0.0,97.47,4.22
2022,3,24,0,0.0,0.0,97.46,3.65
2022,3,24,1,0.0,0.0,97.45,3.19
2022,3,24,2,0.0,0.0,97.43,2.92
2022,3,24,3,0.0,0.0,97.42,2.79
2022,3,24,4,0.0,0.0,97.42,2.57
2022,3,24,5,0.0,0.0,97.42,2.26
2022,3,24,6,24.01,0.0,97.42,1.93
2022,3,24,7,164.38,0.0,97.44,1.49
2022,3,24,8,347.55,0.0,97.45,0.77
2022,3,24,9,506.13,0.0,97.45,0.64
2022,3,24,10,629.2,0.0,97.44,0.99
2022,3,24,11,702.27,0.0,97.42,1.07
2022,3,24,12,718.73,0.0,97.38,1.15
2022,3,24,13,542.63,0.0,97.33,1.47
2022,3,24,14,600.76,0.0,97.28,1.94
2022,3,24,15,434.02,0.0,97.25,2.44
2022,3,24,16,257.41,0.0,97.24,3.0
2022,3,24,17,95.96,0.0,97.24,3.9
2022,3,24,18,8.98,0.0,97.24,4.95
2022,3,24,19,0.0,0.0,97.25,5.71
2022,3,24,20,0.0,0.0,97.26,6.14
2022,3,24,21,0.0,0.0,97.27,6.21
2022,3,24,22,0.0,0.0,97.28,6.11
2022,3,24,23,0.0,0.0,97.28,6.01
2022,3,25,0,0.0,0.0,97.28,5.91
2022,3,25,1,0.0,0.0,97.27,5.87
2022,3,25,2,0.0,0.0,97.26,5.84
2022,3,25,3,0.0,0.0,97.25,5.75
2022,3,25,4,0.0,0.0,97.26,5.49
2022,3,25,5,0.0,0.0,97.27,5.1
2022,3,25,6,23.6,0.0,97.29,4.78
2022,3,25,7,154.57,0.0,97.31,3.88
2022,3,25,8,324.09,0.0,97.35,2.65
2022,3,25,9,476.66,0.0,97.37,3.01
2022,3,25,10,591.23,0.0,97.38,3.72
2022,3,25,11,671.02,0.0,97.36,3.74
2022,3,25,12,688.32,0.0,97.33,3.39
2022,3,25,13,656.88,0.0,97.29,3.21
2022,3,25,14,541.89,0.0,97.25,3.44
2022,3,25,15,391.91,0.0,97.21,3.97
2022,3,25,16,227.09,0.0,97.2,4.76
2022,3,25,17,91.16,0.0,97.21,6.25
2022,3,25,18,9.28,0.0,97.24,8.03
2022,3,25,19,0.0,0.0,97.31,9.12
2022,3,25,20,0.0,0.0,97.35,9.34
2022,3,25,21,0.0,0.0,97.38,9.14
2022,3,25,22,0.0,0.0,97.4,8.84
2022,3,25,23,0.0,0.0,97.42,8.68
2022,3,26,0,0.0,0.0,97.44,8.63
2022,3,26,1,0.0,0.0,97.46,8.53
2022,3,26,2,0.0,0.0,97.48,8.38
2022,3,26,3,0.0,0.0,97.48,8.03
2022,3,26,4,0.0,0.0,97.48,7.45
2022,3,26,5,0.0,0.0,97.49,6.9
2022,3,26,6,25.69,0.0,97.52,6.43
2022,3,26,7,155.83,0.0,97.54,4.91
2022,3,26,8,323.17,0.0,97.54,3.05
2022,3,26,9,482.15,0.0,97.55,3.73
2022,3,26,10,607.78,0.0,97.56,4.1
2022,3,26,11,683.43,0.0,97.54,4.08
2022,3,26,12,715.27,0.0,97.51,4.19
2022,3,26,13,551.46,0.0,97.47,4.13
2022,3,26,14,602.86,0.0,97.43,4.13
2022,3,26,15,439.95,0.0,97.41,4.33
2022,3,26,16,263.88,0.0,97.4,4.71
2022,3,26,17,106.28,0.0,97.4,5.36
2022,3,26,18,11.71,0.0,97.42,6.1
2022,3,26,19,0.0,0.0,97.46,6.41
2022,3,26,20,0.0,0.0,97.49,6.44
2022,3,26,21,0.0,0.0,97.53,6.3
2022,3,26,22,0.0,0.0,97.56,6.13
2022,3,26,23,0.0,0.0,97.57,6.04
2022,3,27,0,0.0,0.0,97.57,6.07
2022,3,27,1,0.0,0.0,97.56,6.24
2022,3,27,2,0.0,0.0,97.56,6.39
2022,3,27,3,0.0,0.0,97.56,6.42
2022,3,27,4,0.0,0.0,97.55,6.39
2022,3,27,5,0.0,0.0,97.54,6.32
2022,3,27,6,31.0,0.0,97.55,6.17
2022,3,27,7,175.99,0.0,97.57,4.84
2022,3,27,8,347.52,0.0,97.61,3.58
2022,3,27,9,505.25,0.0,97.63,4.35
2022,3,27,10,630.17,0.0,97.62,4.49
2022,3,27,11,706.23,0.0,97.59,4.29
2022,3,27,12,727.7,0.0,97.54,4.09
2022,3,27,13,695.18,0.0,97.48,3.86
2022,3,27,14,595.38,0.0,97.43,3.63
2022,3,27,15,449.04,0.0,97.38,3.44
2022,3,27,16,280.27,0.0,97.35,3.25
2022,3,27,17,116.1,0.0,97.33,3.46
2022,3,27,18,13.41,0.0,97.33,4.1
2022,3,27,19,0.0,0.0,97.33,4.65
2022,3,27,20,0.0,0.0,97.35,4.92
2022,3,27,21,0.0,0.0,97.36,4.88
2022,3,27,22,0.0,0.0,97.36,4.7
2022,3,27,23,0.0,0.0,97.34,4.4
2022,3,28,0,0.0,0.0,97.31,4.03
2022,3,28,1,0.0,0.0,97.27,3.66
2022,3,28,2,0.0,0.0,97.24,3.31
2022,3,28,3,0.0,0.0,97.2,3.0
2022,3,28,4,0.0,0.0,97.17,2.8
2022,3,28,5,0.0,0.0,97.15,2.77
2022,3,28,6,32.98,0.0,97.13,2.88
2022,3,28,7,179.63,0.0,97.12,2.86
2022,3,28,8,359.02,0.0,97.1,2.36
2022,3,28,9,514.63,0.0,97.07,2.91
2022,3,28,10,637.23,0.0,97.01,3.69
2022,3,28,11,707.14,0.0,96.93,4.13
2022,3,28,12,715.35,0.0,96.84,4.7
2022,3,28,13,683.3,0.0,96.74,5.24
2022,3,28,14,599.71,0.0,96.64,5.77
2022,3,28,15,470.05,0.0,96.57,6.18
2022,3,28,16,306.51,0.0,96.52,6.09
2022,3,28,17,135.23,0.0,96.48,6.15
2022,3,28,18,14.85,0.0,96.47,6.16
2022,3,28,19,0.0,0.0,96.46,5.49
2022,3,28,20,0.0,0.0,96.43,4.24
2022,3,28,21,0.0,0.0,96.38,2.8
2022,3,28,22,0.0,0.0,96.33,1.91
2022,3,28,23,0.0,0.0,96.27,2.23
2022,3,29,0,0.0,0.0,96.21,3.28
2022,3,29,1,0.0,0.0,96.15,4.25
2022,3,29,2,0.0,0.0,96.09,4.78
2022,3,29,3,0.0,0.0,96.03,4.98
2022,3,29,4,0.0,0.0,95.98,5.13
2022,3,29,5,0.0,0.0,95.94,5.27
2022,3,29,6,27.99,0.0,95.91,5.33
2022,3,29,7,129.78,0.0,95.9,4.88
2022,3,29,8,255.07,0.0,95.89,3.55
2022,3,29,9,369.09,0.0,95.88,3.17
2022,3,29,10,459.71,0.0,95.85,3.53
2022,3,29,11,494.51,0.0,95.8,4.09
2022,3,29,12,441.95,0.0,95.76,4.94
2022,3,29,13,431.84,0.01,95.71,5.53
2022,3,29,14,340.89,0.01,95.65,5.34
2022,3,29,15,235.13,0.01,95.6,4.61
2022,3,29,16,144.56,0.02,95.54,3.85
2022,3,29,17,60.88,0.02,95.49,3.51
2022,3,29,18,11.59,0.02,95.44,3.36
2022,3,29,19,0.0,0.02,95.42,3.39
2022,3,29,20,0.0,0.05,95.38,3.33
2022,3,29,21,0.0,0.14,95.37,2.93
2022,3,29,22,0.0,0.24,95.34,2.42
2022,3,29,23,0.0,0.31,95.29,2.32
2022,3,30,0,0.0,0.37,95.23,2.28
2022,3,30,1,0.0,0.46,95.16,2.0
2022,3,30,2,0.0,0.6,95.1,1.63
2022,3,30,3,0.0,0.67,95.04,1.53
2022,3,30,4,0.0,0.52,95.0,1.5
2022,3,30,5,0.0,0.34,94.97,1.55
2022,3,30,6,19.55,0.24,94.94,1.91
2022,3,30,7,44.24,0.24,94.92,2.53
2022,3,30,8,92.9,0.3,94.91,3.15
2022,3,30,9,153.2,0.34,94.89,3.98
2022,3,30,10,215.84,0.28,94.85,5.34
2022,3,30,11,178.51,0.19,94.81,6.93
2022,3,30,12,166.78,0.14,94.76,7.73
2022,3,30,13,189.03,0.11,94.71,7.89
2022,3,30,14,127.92,0.07,94.67,7.46
2022,3,30,15,125.94,0.05,94.65,6.55
2022,3,30,16,77.91,0.03,94.64,5.27
2022,3,30,17,24.06,0.02,94.64,4.56
2022,3,30,18,11.87,0.01,94.66,4.44
2022,3,30,19,0.0,0.01,94.7,4.61
2022,3,30,20,0.0,0.0,94.7,4.53
2022,3,30,21,0.0,0.0,94.7,4.32
2022,3,30,22,0.0,0.0,94.69,4.2
2022,3,30,23,0.0,0.0,94.66,4.15
2022,3,31,0,0.0,0.0,94.63,4.07
2022,3,31,1,0.0,0.0,94.6,4.09
2022,3,31,2,0.0,0.01,94.55,4.09
2022,3,31,3,0.0,0.01,94.51,4.06
2022,3,31,4,0.0,0.02,94.49,4.1
2022,3,31,5,0.0,0.04,94.47,4.22
2022,3,31,6,23.16,0.05,94.45,4.15
2022,3,31,7,55.8,0.04,94.42,4.06
2022,3,31,8,103.57,0.03,94.39,3.89
2022,3,31,9,145.43,0.02,94.38,3.72
2022,3,31,10,204.65,0.02,94.36,3.58
2022,3,31,11,234.16,0.03,94.31,3.5
2022,3,31,12,260.81,0.05,94.26,3.65
2022,3,31,13,250.09,0.08,94.22,3.76
2022,3,31,14,335.05,0.09,94.19,3.95
2022,3,31,15,166.24,0.1,94.17,4.3
2022,3,31,16,91.32,0.11,94.16,4.71
2022,3,31,17,39.23,0.14,94.17,5.01
2022,3,31,18,11.62,0.16,94.19,5.54
2022,3,31,19,0.0,0.18,94.2,5.96
2022,3,31,20,0.0,0.21,94.21,6.02
2022,3,31,21,0.0,0.25,94.21,5.87
2022,3,31,22,0.0,0.29,94.22,5.57
2022,3,31,23,0.0,0.33,94.22,5.38
2022,4,1,0,0.0,0.4,94.22,5.16
2022,4,1,1,0.0,0.47,94.2,5.11
2022,4,1,2,0.0,0.56,94.19,5.02
2022,4,1,3,0.0,0.66,94.18,4.89
2022,4,1,4,0.0,0.83,94.17,4.73
2022,4,1,5,0.0,0.97,94.2,4.51
2022,4,1,6,23.95,1.01,94.22,4.34
2022,4,1,7,40.64,0.93,94.26,4.71
2022,4,1,8,89.09,0.79,94.3,4.93
2022,4,1,9,106.13,0.63,94.34,4.7
2022,4,1,10,132.0,0.43,94.37,4.46
2022,4,1,11,127.34,0.37,94.39,4.53
2022,4,1,12,101.26,0.45,94.4,4.85
2022,4,1,13,125.98,0.56,94.41,5.13
2022,4,1,14,158.41,0.62,94.43,5.3
2022,4,1,15,73.95,0.68,94.47,5.57
2022,4,1,16,41.24,0.69,94.52,5.86
2022,4,1,17,18.91,0.63,94.59,5.92
2022,4,1,18,11.99,0.51,94.66,5.84
2022,4,1,19,0.0,0.4,94.74,6.08
2022,4,1,20,0.0,0.35,94.79,6.22
2022,4,1,21,0.0,0.31,94.84,6.58
2022,4,1,22,0.0,0.24,94.88,6.98
2022,4,1,23,0.0,0.19,94.91,7.33
2022,4,2,0,0.0,0.17,94.93,7.33
2022,4,2,1,0.0,0.2,94.95,7.11
2022,4,2,2,0.0,0.24,94.97,7.0
2022,4,2,3,0.0,0.27,95.0,7.02
2022,4,2,4,0.0,0.29,95.04,7.13
2022,4,2,5,0.0,0.32,95.08,7.12
2022,4,2,6,25.45,0.36,95.15,7.03
2022,4,2,7,43.66,0.34,95.24,7.52
2022,4,2,8,115.12,0.26,95.31,8.19
2022,4,2,9,142.61,0.2,95.36,8.54
2022,4,2,10,193.65,0.18,95.4,8.62
2022,4,2,11,169.65,0.21,95.45,8.5
2022,4,2,12,240.59,0.24,95.49,8.3
2022,4,2,13,188.04,0.24,95.53,8.09
2022,4,2,14,236.8,0.24,95.57,7.83
2022,4,2,15,140.88,0.24,95.62,7.61
2022,4,2,16,132.77,0.24,95.69,7.06
2022,4,2,17,59.95,0.21,95.77,5.64
2022,4,2,18,14.39,0.18,95.85,5.11
2022,4,2,19,0.0,0.15,95.94,5.49
2022,4,2,20,0.0,0.11,96.0,5.77
2022,4,2,21,0.0,0.08,96.05,5.95
2022,4,2,22,0.0,0.06,96.09,6.05
2022,4,2,23,0.0,0.05,96.13,6.14
2022,4,3,0,0.0,0.04,96.18,6.16
2022,4,3,1,0.0,0.03,96.22,6.1
2022,4,3,2,0.0,0.02,96.25,5.92
2022,4,3,3,0.0,0.01,96.27,5.72
2022,4,3,4,0.0,0.01,96.3,5.57
2022,4,3,5,0.0,0.01,96.32,5.56
2022,4,3,6,30.85,0.01,96.37,5.15
2022,4,3,7,95.9,0.01,96.42,4.83
2022,4,3,8,212.96,0.01,96.46,4.59
2022,4,3,9,289.53,0.02,96.5,4.5
2022,4,3,10,375.1,0.02,96.53,4.39
2022,4,3,11,358.92,0.02,96.54,4.23
2022,4,3,12,410.54,0.01,96.53,4.1
2022,4,3,13,354.19,0.01,96.51,4.01
2022,4,3,14,345.23,0.01,96.49,3.95
2022,4,3,15,263.75,0.0,96.48,3.9
2022,4,3,16,210.32,0.0,96.48,3.95
2022,4,3,17,89.98,0.0,96.51,3.9
2022,4,3,18,21.34,0.0,96.55,3.76
2022,4,3,19,0.0,0.0,96.61,3.65
2022,4,3,20,0.0,0.0,96.64,3.39
2022,4,3,21,0.0,0.0,96.65,3.32
2022,4,3,22,0.0,0.0,96.66,3.52
2022,4,3,23,0.0,0.0,96.66,3.86
2022,4,4,0,0.0,0.0,96.64,4.31
2022,4,4,1,0.0,0.0,96.62,4.79
2022,4,4,2,0.0,0.0,96.59,5.23
2022,4,4,3,0.0,0.0,96.56,5.56
2022,4,4,4,0.0,0.0,96.55,5.76
2022,4,4,5,0.0,0.0,96.52,5.93
2022,4,4,6,51.25,0.0,96.49,5.75
2022,4,4,7,208.38,0.0,96.46,4.85
2022,4,4,8,381.56,0.0,96.45,5.47
2022,4,4,9,536.02,0.0,96.42,5.86
2022,4,4,10,628.19,0.0,96.36,6.7
2022,4,4,11,720.78,0.0,96.27,7.77
2022,4,4,12,630.91,0.0,96.16,8.83
2022,4,4,13,636.82,0.0,96.05,9.89
2022,4,4,14,606.74,0.0,95.95,10.83
2022,4,4,15,472.11,0.0,95.87,11.09
2022,4,4,16,292.27,0.01,95.83,10.77
2022,4,4,17,136.06,0.02,95.78,10.47
2022,4,4,18,20.98,0.01,95.74,10.67
2022,4,4,19,0.0,0.19,95.75,11.05
2022,4,4,20,0.0,0.31,95.77,10.99
2022,4,4,21,0.0,0.22,95.75,10.97
2022,4,4,22,0.0,0.14,95.72,11.37
2022,4,4,23,0.0,0.11,95.7,12.0
2022,4,5,0,0.0,0.11,95.67,12.27
2022,4,5,1,0.0,0.14,95.63,12.48
2022,4,5,2,0.0,0.17,95.59,12.59
2022,4,5,3,0.0,0.2,95.56,12.51
2022,4,5,4,0.0,0.26,95.54,12.68
2022,4,5,5,0.0,0.34,95.53,12.81
2022,4,5,6,40.89,0.34,95.54,12.83
2022,4,5,7,108.04,0.21,95.57,12.7
2022,4,5,8,216.13,0.14,95.6,12.62
2022,4,5,9,329.5,0.17,95.63,12.55
2022,4,5,10,438.86,0.26,95.66,12.12
2022,4,5,11,429.77,0.24,95.67,11.85
2022,4,5,12,461.3,0.15,95.67,11.64
2022,4,5,13,434.34,0.1,95.66,11.08
2022,4,5,14,352.71,0.08,95.65,10.37
2022,4,5,15,287.95,0.08,95.62,9.91
2022,4,5,16,198.06,0.08,95.61,9.51
2022,4,5,17,89.32,0.06,95.61,9.52
2022,4,5,18,21.49,0.05,95.63,9.63
2022,4,5,19,0.0,0.05,95.68,9.64
2022,4,5,20,0.0,0.07,95.7,8.97
2022,4,5,21,0.0,0.05,95.71,8.42
2022,4,5,22,0.0,0.02,95.7,8.7
2022,4,5,23,0.0,0.01,95.69,8.75
2022,4,6,0,0.0,0.02,95.67,9.03
2022,4,6,1,0.0,0.02,95.65,8.63
2022,4,6,2,0.0,0.02,95.63,8.34
2022,4,6,3,0.0,0.03,95.61,8.29
2022,4,6,4,0.0,0.02,95.58,8.21
2022,4,6,5,0.0,0.02,95.55,8.07
2022,4,6,6,44.83,0.01,95.54,7.31
2022,4,6,7,91.1,0.0,95.52,6.44
2022,4,6,8,195.96,0.01,95.51,7.01
2022,4,6,9,287.52,0.01,95.48,8.21
2022,4,6,10,409.48,0.01,95.43,8.34
2022,4,6,11,518.5,0.01,95.37,8.36
2022,4,6,12,550.84,0.0,95.3,8.41
2022,4,6,13,534.73,0.0,95.24,8.33
2022,4,6,14,443.21,0.0,95.16,8.23
2022,4,6,15,349.4,0.0,95.11,8.19
2022,4,6,16,211.41,0.0,95.07,7.92
2022,4,6,17,118.58,0.0,95.04,7.12
2022,4,6,18,28.95,0.0,95.03,6.72
2022,4,6,19,0.0,0.0,95.05,6.67
2022,4,6,20,0.0,0.01,95.04,6.93
2022,4,6,21,0.0,0.02,95.02,7.52
2022,4,6,22,0.0,0.03,94.99,8.15
2022,4,6,23,0.0,0.05,94.98,8.42
2022,4,7,0,0.0,0.06,94.94,8.74
2022,4,7,1,0.0,0.06,94.91,8.69
2022,4,7,2,0.0,0.02,94.88,8.67
2022,4,7,3,0.0,0.01,94.86,8.56
2022,4,7,4,0.0,0.01,94.83,8.66
2022,4,7,5,0.0,0.01,94.8,8.88
2022,4,7,6,49.15,0.0,94.77,8.86
2022,4,7,7,160.82,0.0,94.72,10.38
2022,4,7,8,288.84,0.01,94.64,13.74
2022,4,7,9,421.94,0.02,94.56,16.27
2022,4,7,10,441.82,0.03,94.48,17.06
2022,4,7,11,557.59,0.09,94.4,17.47
2022,4,7,12,313.09,0.09,94.31,18.17
2022,4,7,13,242.35,0.13,94.22,19.69
2022,4,7,14,217.24,0.2,94.15,20.19
2022,4,7,15,172.51,0.09,94.1,19.87
2022,4,7,16,125.78,0.08,94.08,19.3
2022,4,7,17,65.61,0.18,94.06,18.43
2022,4,7,18,16.99,0.54,94.06,17.42
2022,4,7,19,0.0,0.94,94.12,15.44
2022,4,7,20,0.0,0.91,94.19,13.43
2022,4,7,21,0.0,0.62,94.3,12.86
2022,4,7,22,0.0,0.35,94.41,13.18
2022,4,7,23,0.0,0.19,94.52,14.44
2022,4,8,0,0.0,0.06,94.61,14.6
2022,4,8,1,0.0,0.02,94.67,14.61
2022,4,8,2,0.0,0.01,94.75,14.29
2022,4,8,3,0.0,0.0,94.8,13.86
2022,4,8,4,0.0,0.0,94.85,12.98
2022,4,8,5,0.0,0.0,94.9,11.98
2022,4,8,6,33.45,0.0,94.95,10.73
2022,4,8,7,111.86,0.0,94.99,10.08
2022,4,8,8,140.85,0.01,95.0,9.9
2022,4,8,9,193.73,0.01,94.99,8.94
2022,4,8,10,362.53,0.1,94.9,7.47
2022,4,8,11,211.55,0.58,94.78,5.77
2022,4,8,12,180.23,1.35,94.64,4.7
2022,4,8,13,233.06,2.08,94.49,5.82
2022,4,8,14,127.51,2.31,94.33,8.42
2022,4,8,15,135.59,2.27,94.26,11.29
2022,4,8,16,87.81,1.21,94.26,13.02
2022,4,8,17,53.0,0.3,94.27,12.35
2022,4,8,18,24.79,0.27,94.25,11.18
2022,4,8,19,0.0,0.42,94.22,10.32
2022,4,8,20,0.0,0.72,94.12,10.92
2022,4,8,21,0.0,0.7,94.0,12.51
2022,4,8,22,0.0,0.95,93.89,14.12
2022,4,8,23,0.0,1.14,93.89,12.12
2022,4,9,0,0.0,1.04,93.98,8.15
2022,4,9,1,0.0,1.01,94.13,8.09
2022,4,9,2,0.0,0.53,94.4,10.08
2022,4,9,3,0.0,0.05,94.67,10.07
2022,4,9,4,0.0,0.02,94.89,8.36
2022,4,9,5,0.0,0.04,95.12,7.96
2022,4,9,6,42.5,0.06,95.31,8.22
2022,4,9,7,117.9,0.06,95.46,8.67
